,hectares,ons_label,oa_2001,ward_2001,local_authority_2001,is_inner_london,walkability_score_m1,walkability_score_m2,walkability_score_m3,oa_occupied_household_space_count,residential_density,residential_density_decile,partial_walkability_score_m1,partial_walkability_score_m2,partial_walkability_score_m3,pop_weighted_centroid_lon,pop_weighted_centroid_lat,tree_count,trees_per_hectare,trees_per_hectare_decile,cluster
7764,1.1541955078,00ANGA0039,00ANGA0039,Addison,Hammersmith and Fulham,True,26,26,26,86,74.51077345,9,17,17,17,-0.22225278928370504,51.503155057266625,19.0,16.46168250664543,9,1
7765,2.3821310547,00ANGP0032,00ANGP0032,Shepherd's Bush Green,Hammersmith and Fulham,True,17,17,16,117,49.11568562,7,10,10,9,-0.22249399301534462,51.505547101777715,21.0,8.815635881395574,7,3
7766,2.8657494141,00AWGJ0001,00AWGJ0001,Norland,Kensington and Chelsea,True,24,23,22,109,38.03542608,6,18,17,16,-0.2161679221844776,51.505776582982826,26.0,9.0726704407843,7,1
7767,0.3268600342,00ANGA0038,00ANGA0038,Addison,Hammersmith and Fulham,True,19,18,17,112,342.6543116,10,9,8,7,-0.22148809569015918,51.50332960703884,,0.0,1,2
7768,0.2096446045,00ANGA0041,00ANGA0041,Addison,Hammersmith and Fulham,True,16,15,14,166,791.8162282000001,10,6,5,4,-0.22213788864116035,51.50262725844442,,0.0,1,0
7769,0.8237588867,00ANGA0009,00ANGA0009,Addison,Hammersmith and Fulham,True,14,14,13,102,123.8226399,10,4,4,3,-0.22109517579970242,51.50254130657665,12.0,14.567369401102694,8,0
7770,0.5836446289,00ANGA0033,00ANGA0033,Addison,Hammersmith and Fulham,True,8,8,8,102,174.7638802,10,2,2,2,-0.2184495908787483,51.503912961284996,,0.0,1,0
7771,1.6079474609,00ANGA0035,00ANGA0035,Addison,Hammersmith and Fulham,True,26,26,25,106,65.92255194,9,17,17,16,-0.21738469578029618,51.50325022458585,4.0,2.4876434692468874,3,1
7772,1.4517796875,00ANGA0036,00ANGA0036,Addison,Hammersmith and Fulham,True,26,26,25,122,84.0347892,9,17,17,16,-0.2206199799757193,51.503384781973836,17.0,11.709765707821973,8,1
7773,0.8531742188,00ANGP0029,00ANGP0029,Shepherd's Bush Green,Hammersmith and Fulham,True,21,21,27,205,240.27917799999997,10,11,11,17,-0.21674752194416527,51.50691214844299,26.0,30.474432334077463,10,3
7774,1.3146414063,00ANGA0037,00ANGA0037,Addison,Hammersmith and Fulham,True,16,16,15,138,104.97159099999999,10,6,6,5,-0.21671898567789885,51.5032508953075,14.0,10.649291839515675,7,0
7775,0.473875293,00ANGA0042,00ANGA0042,Addison,Hammersmith and Fulham,True,24,24,23,94,198.364425,10,14,14,13,-0.21650912213234502,51.50216771258906,,0.0,1,2
7776,1.9068212891,00ANGC0006,00ANGC0006,Avonmore and Brook Green,Hammersmith and Fulham,True,10,10,10,156,81.81154725,9,2,2,2,-0.21518271247649776,51.498316754698436,31.0,16.257422851950473,9,0
7777,1.1648712891,00ANGA0018,00ANGA0018,Addison,Hammersmith and Fulham,True,15,15,15,208,178.56050019999998,10,5,5,5,-0.21383599205017645,51.499892410464064,2.0,1.71692788612314,2,0
7778,0.4922806641,00AWGE0016,00AWGE0016,Earl's Court,Kensington and Chelsea,True,19,19,18,128,260.0142751,10,9,9,8,-0.1912352808788024,51.48979458234673,5.0,10.156807619371211,7,3
7779,1.5441452148,00ANGA0025,00ANGA0025,Addison,Hammersmith and Fulham,True,18,18,18,190,123.0454223,10,8,8,8,-0.2119576487980742,51.498630024723155,3.0,1.942822456881793,2,2
7780,1.0747869141,00ANGA0026,00ANGA0026,Addison,Hammersmith and Fulham,True,25,25,24,128,119.09337409999999,10,15,15,14,-0.21251521046456678,51.49829860959927,13.0,12.095420803374667,8,3
7781,2.6430367188,00AWGH0004,00AWGH0004,Holland,Kensington and Chelsea,True,15,15,14,134,50.69925781,7,8,8,7,-0.21004222632100114,51.498353513883835,24.0,9.080464084848794,7,3
7782,1.9235917969,00AWGH0017,00AWGH0017,Holland,Kensington and Chelsea,True,15,16,15,134,69.66134926,9,6,7,6,-0.21258984140330053,51.50055235450373,,0.0,1,0
7783,2.7210558594,00AWGH0022,00AWGH0022,Holland,Kensington and Chelsea,True,12,12,12,122,44.83553676,7,5,5,5,-0.20775915304510098,51.49984736276211,23.0,8.452601191756337,7,0
7784,1.7177882813,00AWGH0026,00AWGH0026,Holland,Kensington and Chelsea,True,17,16,16,127,73.93227756,9,8,7,7,-0.208346183532361,51.497773680679224,24.0,13.971454026824022,8,3
7785,0.7743993164,00ANGA0044,00ANGA0044,Addison,Hammersmith and Fulham,True,16,16,16,92,118.8017578,10,6,6,6,-0.214758064991242,51.50118337659568,,0.0,1,0
7786,1.4209670898,00AWGH0015,00AWGH0015,Holland,Kensington and Chelsea,True,14,13,12,113,79.52330551,9,5,4,3,-0.21213306282144193,51.50125309735921,2.0,1.4074921328976722,2,0
7787,8.6446328125,00AWGH0016,00AWGH0016,Holland,Kensington and Chelsea,True,8,7,6,133,15.38526886,2,6,5,4,-0.2107892106809509,51.50194120809668,17.0,1.9665381247215352,2,0
7788,3.8862257813,00AWGH0009,00AWGH0009,Holland,Kensington and Chelsea,True,12,12,12,129,33.194159899999995,5,7,7,7,-0.2071659568598321,51.5014893097955,9.0,2.315871621074308,3,0
7789,1.5119570313,00ANGC0001,00ANGC0001,Avonmore and Brook Green,Hammersmith and Fulham,True,26,25,24,192,126.9877358,10,16,15,14,-0.2128344705380875,51.49746627835357,6.0,3.968366743095287,4,1
7790,0.6048233398,00ANGC0019,00ANGC0019,Avonmore and Brook Green,Hammersmith and Fulham,True,21,21,21,87,143.8436553,10,11,11,11,-0.21362524502700786,51.49798639936085,8.0,13.227002785053566,8,3
7791,1.0609666016,00ANGC0021,00ANGC0021,Avonmore and Brook Green,Hammersmith and Fulham,True,15,15,14,130,122.529776,10,5,5,4,-0.21583815818060717,51.49673236756453,23.0,21.678344978357142,9,0
7792,1.0937694336,00ANGC0022,00ANGC0022,Avonmore and Brook Green,Hammersmith and Fulham,True,19,19,19,135,123.4263784,10,9,9,9,-0.21443528615839427,51.49757159396843,44.0,40.227856665531164,10,3
7793,1.4342572266,00ANGA0005,00ANGA0005,Addison,Hammersmith and Fulham,True,20,19,18,100,69.72250036,9,11,10,9,-0.21431004408509446,51.49922789382633,12.0,8.366700043371425,6,3
7794,0.5666953125,00ANGA0019,00ANGA0019,Addison,Hammersmith and Fulham,True,18,18,17,100,176.46166780000001,10,8,8,7,-0.21535016558812273,51.50111145606598,4.0,7.058466713539296,6,3
7795,0.806048584,00AWGH0005,00AWGH0005,Holland,Kensington and Chelsea,True,16,16,15,120,148.8744009,10,6,6,5,-0.20858575576794924,51.49886542695021,12.0,14.887440085125192,9,3
7796,1.1868866211,00AWGH0023,00AWGH0023,Holland,Kensington and Chelsea,True,24,24,23,126,106.160098,10,14,14,13,-0.21071759256921907,51.49957600167455,15.0,12.638106903672131,8,3
7797,0.8808740234,00AWGH0024,00AWGH0024,Holland,Kensington and Chelsea,True,20,19,18,127,144.17498600000002,10,10,9,8,-0.20901016319601598,51.49862371735004,17.0,19.299013875313694,9,3
7798,1.3631103516,00AWGH0007,00AWGH0007,Holland,Kensington and Chelsea,True,14,13,12,143,104.9071338,10,4,3,2,-0.2133557354867933,51.50207835176038,2.0,1.4672326401545024,2,0
7799,1.2144165039,00AWGH0010,00AWGH0010,Holland,Kensington and Chelsea,True,15,14,14,114,93.87224205,10,5,4,4,-0.21401985198877188,51.501786320917,,0.0,1,0
7800,5.9460636719,00AWFY0005,00AWFY0005,Abingdon,Kensington and Chelsea,True,20,19,19,110,18.49963372,2,18,17,17,-0.2038420138348531,51.496687736561476,70.0,11.772494184817948,8,1
7801,15.9492484375,00AWGH0013,00AWGH0013,Holland,Kensington and Chelsea,True,14,15,15,117,7.335768858,1,13,14,14,-0.20254499476742532,51.49973788972819,60.0,3.761932747810707,4,2
7802,6.8570226563,00AWGH0019,00AWGH0019,Holland,Kensington and Chelsea,True,16,16,19,124,18.08365033,2,14,14,17,-0.2058247761088355,51.49975933502856,55.0,8.020973935308186,6,1
7803,1.8885035156,00AWGH0027,00AWGH0027,Holland,Kensington and Chelsea,True,29,29,28,129,68.30805393,9,19,19,18,-0.2054042382948888,51.49722422264363,13.0,6.883757373292337,6,1
7804,5.1597238281,00AWFY0035,00AWFY0035,Abingdon,Kensington and Chelsea,True,13,13,19,123,23.83848518,3,10,10,16,-0.2008894820548544,51.49626389674718,10.0,1.9380882258735868,2,2
7805,2.6512205078,00AWGH0025,00AWGH0025,Holland,Kensington and Chelsea,True,17,16,15,131,49.411204999999995,7,10,9,8,-0.20610103144176845,51.49804420398675,30.0,11.315543128811338,8,3
7806,2.9717072266,00AWFY0027,00AWFY0027,Abingdon,Kensington and Chelsea,True,22,21,23,119,40.04432164,6,16,15,17,-0.1999258267453947,51.49805209807332,5.0,1.6825345226624553,2,1
7807,3.4437445313,00AWGH0006,00AWGH0006,Holland,Kensington and Chelsea,True,18,18,17,124,36.00731671,6,12,12,11,-0.20322872157358565,51.49839859916539,24.0,6.969158072518257,6,3
7808,0.7385844238,00AWGH0021,00AWGH0021,Holland,Kensington and Chelsea,True,12,12,12,105,142.1638429,10,2,2,2,-0.2067880385531788,51.49995841263539,7.0,9.477589527254258,7,0
7809,2.0413113281,00AWGH0031,00AWGH0031,Holland,Kensington and Chelsea,True,21,20,20,123,60.25538501,8,13,12,12,-0.21334332005481915,51.50493775802779,9.0,4.408930610489958,4,2
7810,2.1593248047,00AWGJ0023,00AWGJ0023,Norland,Kensington and Chelsea,True,17,17,16,120,55.57292712,8,9,9,8,-0.21470189939845888,51.50700782171303,17.0,7.872831341999912,6,3
7811,1.6416484375,00AWGH0002,00AWGH0002,Holland,Kensington and Chelsea,True,22,22,21,130,79.18869657,9,13,13,12,-0.21201491223991425,51.50486086177407,11.0,6.700582017884082,6,3
7812,1.0521474609,00AWGE0036,00AWGE0036,Earl's Court,Kensington and Chelsea,True,15,15,17,131,124.5072624,10,5,5,7,-0.19689836762181973,51.492735105367686,7.0,6.653059823014015,6,0
7813,4.7438925781,00AWGH0011,00AWGH0011,Holland,Kensington and Chelsea,True,17,18,18,155,32.67358977,5,12,13,13,-0.20909360696831739,51.50377226785813,13.0,2.74036559343987,3,2
7814,2.2425984375,00AWGJ0024,00AWGJ0024,Norland,Kensington and Chelsea,True,24,23,28,146,65.10305079999999,9,15,14,18,-0.2142607050727385,51.505834786555994,5.0,2.229556534237976,3,1
7815,1.9036753906,00AWGH0028,00AWGH0028,Holland,Kensington and Chelsea,True,15,14,13,131,68.81425302,9,6,5,4,-0.2064905785185852,51.50654442793749,39.0,20.48668601410453,9,3
7816,1.6266374023,00AWGH0032,00AWGH0032,Holland,Kensington and Chelsea,True,16,15,17,126,77.46040994,9,7,6,8,-0.21342700859618044,51.50412431809248,21.0,12.910068322729357,8,3
7817,1.2835141602,00AWGH0033,00AWGH0033,Holland,Kensington and Chelsea,True,13,13,16,108,84.14398793,9,4,4,7,-0.2151476434477216,51.50312357956207,5.0,3.895554996620286,4,0
7818,0.7570576172,00AWGH0034,00AWGH0034,Holland,Kensington and Chelsea,True,19,19,19,102,134.7321494,10,9,9,9,-0.2151501443914646,51.50394462706122,8.0,10.567227405475737,7,3
7819,1.2063379883,00AWGH0035,00AWGH0035,Holland,Kensington and Chelsea,True,19,19,21,134,111.0799803,10,9,9,11,-0.21389437414562323,51.50315305930083,13.0,10.776416001223593,7,3
7820,1.577202832,00AWGH0001,00AWGH0001,Holland,Kensington and Chelsea,True,19,21,21,134,84.96053728,9,10,12,12,-0.21089372253084127,51.50537971334657,13.0,8.242440183495688,6,3
7821,1.8599371094,00AWGH0030,00AWGH0030,Holland,Kensington and Chelsea,True,14,14,13,122,65.59361571,9,5,5,4,-0.20689446156652547,51.505836603476006,17.0,9.140093992470561,7,0
7822,10.1529,00AWGH0012,00AWGH0012,Holland,Kensington and Chelsea,True,16,15,18,131,12.90271745,2,14,13,16,-0.2077296003657571,51.505007675930216,47.0,4.629219237853224,4,1
7823,0.8318411133,00AWGA0006,00AWGA0006,Campden,Kensington and Chelsea,True,21,20,19,119,143.0561655,10,11,10,9,-0.1993023082286825,51.50604940881566,,0.0,1,2
7824,1.330840625,00ANGE0018,00ANGE0018,Fulham Broadway,Hammersmith and Fulham,True,17,17,17,121,90.91997774,10,7,7,7,-0.19692131778316432,51.484778015313175,7.0,5.259833422954007,5,0
7825,1.7045320313,00ANGE0020,00ANGE0020,Fulham Broadway,Hammersmith and Fulham,True,21,21,20,122,71.57389698,9,12,12,11,-0.1979910597293959,51.48438620033939,22.0,12.906768307088486,8,3
7826,1.4532509766,00ANGE0015,00ANGE0015,Fulham Broadway,Hammersmith and Fulham,True,23,23,22,109,75.00425030000001,9,14,14,13,-0.19809745089269704,51.485633293828016,13.0,8.945461045148972,7,3
7827,9.1064335938,00AWGN0028,00AWGN0028,Redcliffe,Kensington and Chelsea,True,19,19,18,126,13.83637169,2,17,17,16,-0.18759939555415495,51.48231604343169,2.0,0.21962494750542896,1,1
7828,4.0085761719,00ANGE0014,00ANGE0014,Fulham Broadway,Hammersmith and Fulham,True,27,27,27,116,28.93795578,4,20,20,20,-0.19488208074592794,51.48375117367491,38.0,9.47967516904852,7,1
7829,2.5396207031,00ANGE0028,00ANGE0028,Fulham Broadway,Hammersmith and Fulham,True,24,24,26,142,55.913861399999995,8,16,16,18,-0.19289221171663484,51.483955229186314,,0.0,1,1
7830,4.9692925781,00AWGR0020,00AWGR0020,Stanley,Kensington and Chelsea,True,22,22,21,118,23.74583467,3,19,18,18,-0.18032331892503198,51.48405491425771,19.0,3.8234818540840707,4,1
7831,0.785398877,00AWGN0029,00AWGN0029,Redcliffe,Kensington and Chelsea,True,16,16,16,138,175.7068975,10,6,6,6,-0.18661889081173344,51.48416053276939,13.0,16.5520990425353,9,3
7832,1.1923708984,00AWGN0027,00AWGN0027,Redcliffe,Kensington and Chelsea,True,23,22,21,119,99.801161,10,13,12,11,-0.18557471324472744,51.484232507188246,19.0,15.934639150867755,9,3
7833,2.0781689453,00AWGR0025,00AWGR0025,Stanley,Kensington and Chelsea,True,28,27,27,131,63.03626098,8,19,18,18,-0.17806165307035127,51.483451469666626,18.0,8.661470974585061,7,1
7834,2.7960705078,00AWGD0005,00AWGD0005,Cremorne,Kensington and Chelsea,True,27,27,27,137,48.9973338,7,19,19,19,-0.1721989719348962,51.484336819216075,7.0,2.5035134058574684,3,1
7835,1.3983337891,00AWGD0007,00AWGD0007,Cremorne,Kensington and Chelsea,True,21,21,20,149,106.55538840000001,10,11,11,10,-0.17501823957257442,51.4838160004696,10.0,7.151368348494412,6,3
7836,0.9594603516,00AWGD0009,00AWGD0009,Cremorne,Kensington and Chelsea,True,6,6,10,115,119.8590435,10,2,2,2,-0.16819895673211,51.48420156224501,8.0,8.338020416017367,6,0
7837,2.6642984375,00AWGP0031,00AWGP0031,Royal Hospital,Kensington and Chelsea,True,14,14,20,142,53.29733261,8,6,6,12,-0.1669707562464763,51.48440808173391,34.0,12.761333160523614,8,0
7838,1.3401121094,00AWGD0008,00AWGD0008,Cremorne,Kensington and Chelsea,True,22,21,20,113,84.32130357,9,13,12,11,-0.16879219309161753,51.484457222836994,10.0,7.462062263191725,6,3
7839,3.1124753906,00ANGE0017,00ANGE0017,Fulham Broadway,Hammersmith and Fulham,True,23,23,22,112,35.98422026,6,17,17,16,-0.1961801303036196,51.485274691605845,7.0,2.2490137660656626,3,1
7840,0.9506548828,00AWGN0026,00AWGN0026,Redcliffe,Kensington and Chelsea,True,26,25,24,131,137.7997445,10,16,15,14,-0.18828724227867305,51.48476543715728,16.0,16.830503150496206,9,3
7841,1.55400625,00AWGN0022,00AWGN0022,Redcliffe,Kensington and Chelsea,True,23,23,23,130,83.65474721,9,14,14,14,-0.1849053728938338,51.485129491342946,16.0,10.29596888686902,7,3
7842,1.3429542969,00AWGR0022,00AWGR0022,Stanley,Kensington and Chelsea,True,26,26,25,122,90.84449134,10,16,16,15,-0.17932871246256735,51.48476247298237,1.0,0.7446269782287779,1,1
7843,2.9507841797,00AWGR0018,00AWGR0018,Stanley,Kensington and Chelsea,True,13,13,14,122,41.34494174,6,7,7,8,-0.17733121773793842,51.4856243977541,3.0,1.016678895270817,2,2
7844,0.6497396484,00AWGE0006,00AWGE0006,Earl's Court,Kensington and Chelsea,True,25,25,24,133,204.6973743,10,15,15,14,-0.197483292285811,51.491053512621114,10.0,15.390780021852212,9,3
7845,1.0909626953,00AWGD0010,00AWGD0010,Cremorne,Kensington and Chelsea,True,28,27,28,144,131.9935142,10,18,17,18,-0.17575654343736014,51.48419078585489,1.0,0.916621626301359,2,1
7846,2.0949636719,00AWGD0011,00AWGD0011,Cremorne,Kensington and Chelsea,True,22,21,22,131,62.53091725,8,14,13,14,-0.1732088181600705,51.484439782946914,,0.0,1,2
7847,1.2307537109,00AWGD0006,00AWGD0006,Cremorne,Kensington and Chelsea,True,20,19,18,126,102.37629100000001,10,10,9,8,-0.17052413436780398,51.48418750368005,5.0,4.062551228339343,4,3
7848,1.5823563477,00AWGP0032,00AWGP0032,Royal Hospital,Kensington and Chelsea,True,20,20,19,127,80.26005026,9,11,11,10,-0.16464445789899332,51.4847008204109,25.0,15.799222492669374,9,3
7849,3.7791519531,00ANGJ0024,00ANGJ0024,North End,Hammersmith and Fulham,True,28,28,28,122,32.28237486,5,20,20,20,-0.19869485950650273,51.48666491695134,9.0,2.381486669943872,3,1
7850,0.9411681641,00AWGE0008,00AWGE0008,Earl's Court,Kensington and Chelsea,True,21,21,27,122,129.62614399999998,10,11,11,17,-0.19892359844991206,51.49164306710853,5.0,5.312546886646227,5,3
7851,1.0411115234,00AWGE0009,00AWGE0009,Earl's Court,Kensington and Chelsea,True,21,21,28,143,137.3532007,10,11,11,18,-0.19866145454196465,51.49069213346537,12.0,11.526142714097636,8,3
7852,1.0878259766,00AWFY0017,00AWFY0017,Abingdon,Kensington and Chelsea,True,26,26,27,128,117.6658792,10,16,16,17,-0.19841529758819518,51.493940029388426,4.0,3.6770587263433434,4,1
7853,0.6758321777,00AWGE0037,00AWGE0037,Earl's Court,Kensington and Chelsea,True,21,21,25,124,183.4775024,10,11,11,15,-0.19822360352770418,51.49295600599348,9.0,13.316915496135305,8,3
7854,1.6231050781,00ANGE0002,00ANGE0002,Fulham Broadway,Hammersmith and Fulham,True,25,25,25,115,70.85185152,9,16,16,16,-0.19729306366840083,51.486417664565295,5.0,3.080515283614896,3,1
7855,2.6067755859,00AWGE0023,00AWGE0023,Earl's Court,Kensington and Chelsea,True,24,23,22,84,32.22371747,5,19,18,17,-0.19577178473050816,51.48821254784245,3.0,1.150847052668033,2,1
7856,4.7679511719,00AWGE0014,00AWGE0014,Earl's Court,Kensington and Chelsea,True,22,21,20,126,26.42644512,4,18,17,16,-0.19554756317613448,51.489586745530104,10.0,2.0973369146343543,2,1
7857,0.8090289551,00AWGE0011,00AWGE0011,Earl's Court,Kensington and Chelsea,True,16,16,16,118,145.85386499999998,10,6,6,6,-0.1976222986910889,51.49030477761092,8.0,9.888397627265592,7,0
7858,2.9048625,00AWGH0020,00AWGH0020,Holland,Kensington and Chelsea,True,27,27,27,127,43.71979741,7,19,19,19,-0.19890888977666188,51.49932600369974,11.0,3.786754106261484,4,1
7859,5.4498519531,00AWGH0003,00AWGH0003,Holland,Kensington and Chelsea,True,18,17,16,130,23.85385899,3,15,14,13,-0.19844323091013605,51.501635308899694,8.0,1.4679297839365009,2,1
7860,7.7074453125,00AWGA0008,00AWGA0008,Campden,Kensington and Chelsea,True,14,15,15,112,14.53140379,2,12,13,13,-0.19951145904123815,51.503046443004955,17.0,2.2056595033414323,3,2
7861,3.1525542969,00AWGA0007,00AWGA0007,Campden,Kensington and Chelsea,True,19,22,22,122,38.69877836,6,13,16,16,-0.19866882112037088,51.505304997742925,8.0,2.5376248104169488,3,2
7862,0.2631186523,00AWGA0033,00AWGA0033,Campden,Kensington and Chelsea,True,12,12,12,138,524.4782109,10,2,2,2,-0.19756326994290788,51.50677446503485,,0.0,1,0
7863,2.4805099609,00AWFY0026,00AWFY0026,Abingdon,Kensington and Chelsea,True,26,27,27,109,43.94257702,7,19,19,19,-0.19719911335665044,51.497380741776986,11.0,4.434571992611102,4,1
7864,2.4949738281,00AWGH0008,00AWGH0008,Holland,Kensington and Chelsea,True,16,16,15,115,46.09266787,7,9,9,8,-0.19585064683499637,51.501174608093336,10.0,4.008058075549157,4,2
7865,0.7659937012,00AWGN0020,00AWGN0020,Redcliffe,Kensington and Chelsea,True,20,20,20,120,156.6592517,10,10,10,10,-0.18940089024938314,51.486721418359856,6.0,7.832962582591012,6,3
7866,1.5911453125,00AWFY0024,00AWFY0024,Abingdon,Kensington and Chelsea,True,18,18,17,101,63.47628919,8,10,10,9,-0.19752958848959296,51.498462219352355,2.0,1.256956221589598,2,2
7867,1.6899171875,00AWGH0014,00AWGH0014,Holland,Kensington and Chelsea,True,14,14,14,127,75.15161153,9,5,5,5,-0.1973818367189793,51.50052731533326,3.0,1.7752349181311584,2,0
7868,2.1637617188,00AWGA0001,00AWGA0001,Campden,Kensington and Chelsea,True,13,12,11,132,61.00486891,8,5,4,3,-0.19706843999791943,51.50620483119576,4.0,1.8486323911018996,2,0
7869,2.1159230469,00AWGA0010,00AWGA0010,Campden,Kensington and Chelsea,True,15,15,14,133,62.85672827,8,7,7,6,-0.19637820412187876,51.50525630571999,24.0,11.342567507434621,8,3
7870,1.8642333984,00AWGA0013,00AWGA0013,Campden,Kensington and Chelsea,True,19,18,18,133,71.34299821,9,10,9,9,-0.19634923182237082,51.503764011765554,9.0,4.827721683199301,4,2
7871,4.2097613281,00AWGN0019,00AWGN0019,Redcliffe,Kensington and Chelsea,True,17,19,18,112,26.60483369,4,13,15,14,-0.19025434550553025,51.48622921492634,16.0,3.800690526847828,4,2
7872,2.7593408203,00AWGN0012,00AWGN0012,Redcliffe,Kensington and Chelsea,True,23,23,22,116,42.03902582,6,17,17,16,-0.19109700239268668,51.4881567167529,1.0,0.362405395028831,1,1
7873,3.7870476563,00AWGN0013,00AWGN0013,Redcliffe,Kensington and Chelsea,True,12,12,12,122,32.21506859,5,7,7,7,-0.19126215313348743,51.48755047296415,2.0,0.5281158785189487,1,2
7874,0.6241401367,00AWGE0019,00AWGE0019,Earl's Court,Kensington and Chelsea,True,16,16,15,140,224.30859959999998,10,6,6,5,-0.19530772165042906,51.48872966857704,12.0,19.22645139190581,9,3
7875,0.9739591797,00AWGE0017,00AWGE0017,Earl's Court,Kensington and Chelsea,True,28,28,28,123,126.28866029999999,10,18,18,18,-0.19387484957064974,51.4889396146411,20.0,20.534741513664283,9,1
7876,0.6196278809,00AWGE0018,00AWGE0018,Earl's Court,Kensington and Chelsea,True,20,20,19,157,253.3778819,10,10,10,9,-0.19168280164735835,51.48926013669898,7.0,11.297103012589762,8,3
7877,0.7753709961,00AWGE0020,00AWGE0020,Earl's Court,Kensington and Chelsea,True,19,18,17,135,174.110201,10,9,8,7,-0.19486728385056523,51.488575412974754,28.0,36.111745397797705,10,3
7878,0.671244043,00AWGE0021,00AWGE0021,Earl's Court,Kensington and Chelsea,True,26,25,24,104,154.93619809999998,10,16,15,14,-0.19256247890873385,51.48919816149054,9.0,13.407940217653449,8,1
7879,1.0097147461,00AWGN0007,00AWGN0007,Redcliffe,Kensington and Chelsea,True,23,23,22,119,117.8550679,10,13,13,12,-0.190898099595359,51.488705786937274,3.0,2.971136166513791,3,2
7880,0.7640349121,00AWGN0011,00AWGN0011,Redcliffe,Kensington and Chelsea,True,12,12,12,113,147.8990007,10,2,2,2,-0.19001234665401678,51.48852126175651,,0.0,1,0
7881,0.8488824219,00AWGN0001,00AWGN0001,Redcliffe,Kensington and Chelsea,True,27,26,25,130,153.1425279,10,17,16,15,-0.18931392827685586,51.48600787050971,24.0,28.272466693658604,10,1
7882,1.1435143555,00AWGN0017,00AWGN0017,Redcliffe,Kensington and Chelsea,True,28,27,27,133,116.30811570000002,10,18,17,17,-0.18952444732655696,51.48742024382115,5.0,4.372485553811659,4,1
7883,0.4154772461,00AWGE0013,00AWGE0013,Earl's Court,Kensington and Chelsea,True,12,12,12,110,264.75577430000004,10,2,2,2,-0.19434893833900074,51.49010154972794,,0.0,1,0
7884,0.9046226563,00AWGE0001,00AWGE0001,Earl's Court,Kensington and Chelsea,True,12,12,12,136,150.33892759999998,10,2,2,2,-0.19306358856436015,51.49047742059199,2.0,2.2108665818521573,3,0
7885,0.8887003906,00AWGE0012,00AWGE0012,Earl's Court,Kensington and Chelsea,True,25,25,24,129,145.15578180000003,10,15,15,14,-0.19167534038358,51.49021322467981,6.0,6.751431712491025,6,3
7886,1.0910845703,00AWGN0033,00AWGN0033,Redcliffe,Kensington and Chelsea,True,23,22,21,127,116.3979433,10,13,12,11,-0.19003377448007222,51.490017042567224,6.0,5.499115433692061,5,3
7887,1.8965261719,00AWGN0003,00AWGN0003,Redcliffe,Kensington and Chelsea,True,20,20,26,121,63.80085959,8,12,12,18,-0.18752518547300107,51.48716634640178,22.0,11.60015628888459,8,3
7888,2.0306302734,00AWGN0002,00AWGN0002,Redcliffe,Kensington and Chelsea,True,24,23,22,126,62.04970036,8,16,15,14,-0.18382746924699764,51.486303408260476,28.0,13.78882230152021,8,1
7889,4.4637917969,00AWGN0008,00AWGN0008,Redcliffe,Kensington and Chelsea,True,10,10,9,129,28.89919733,4,6,6,5,-0.18598041063152335,51.48758309208201,20.0,4.480495710819115,4,0
7890,2.8197496094,00AWGN0034,00AWGN0034,Redcliffe,Kensington and Chelsea,True,15,15,14,128,45.39410151,7,8,8,7,-0.18172213570304194,51.48853689135924,8.0,2.8371313443331867,3,2
7891,1.2696308594,00AWGN0036,00AWGN0036,Redcliffe,Kensington and Chelsea,True,22,24,26,117,92.15276955,10,12,14,16,-0.18880128175648184,51.48974892155942,3.0,2.3628915269259716,3,2
7892,1.5813128906,00AWGC0033,00AWGC0033,Courtfield,Kensington and Chelsea,True,21,21,20,126,79.68062535,9,12,12,11,-0.18131475307441863,51.48954402806874,8.0,5.059087323929009,5,3
7893,3.780540625,00AWGN0006,00AWGN0006,Redcliffe,Kensington and Chelsea,True,26,25,25,135,35.7091785,5,20,19,19,-0.183917795984567,51.490373909835505,5.0,1.3225621666213414,2,1
7894,4.3168089844,00AWGN0035,00AWGN0035,Redcliffe,Kensington and Chelsea,True,22,21,22,120,27.79831131,4,18,17,18,-0.18705193635978373,51.48987386307947,6.0,1.3899155653360349,2,1
7895,0.8113542969,00AWGC0001,00AWGC0001,Courtfield,Kensington and Chelsea,True,27,26,25,114,140.505819,10,17,16,15,-0.18013598117800333,51.488145392723474,5.0,6.162535921857888,5,1
7896,2.6847318359,00AWGN0014,00AWGN0014,Redcliffe,Kensington and Chelsea,True,9,12,11,117,43.57977152,7,2,5,4,-0.1811915291186072,51.48739201141526,19.0,7.077056913444261,6,0
7897,1.8964253906,00AWGN0016,00AWGN0016,Redcliffe,Kensington and Chelsea,True,18,20,19,131,69.07732867,9,9,11,10,-0.18185059009492854,51.48668373123985,37.0,19.510390539695194,9,3
7898,1.048553418,00AWGN0021,00AWGN0021,Redcliffe,Kensington and Chelsea,True,19,19,18,122,116.3507723,10,9,9,8,-0.18607596101744883,51.48568355732315,25.0,23.84237137644808,10,3
7899,1.1107548828,00AWGN0023,00AWGN0023,Redcliffe,Kensington and Chelsea,True,15,15,15,156,140.4450274,10,5,5,5,-0.1883878401623572,51.48666080988704,22.0,19.806350024356608,9,0
