,hectares,ons_label,oa_2001,ward_2001,local_authority_2001,is_inner_london,walkability_score_m1,walkability_score_m2,walkability_score_m3,oa_occupied_household_space_count,residential_density,residential_density_decile,partial_walkability_score_m1,partial_walkability_score_m2,partial_walkability_score_m3,pop_weighted_centroid_lon,pop_weighted_centroid_lat,tree_count,trees_per_hectare,trees_per_hectare_decile,cluster
11449,2.7931263672,00AZGH0009,00AZGH0009,Crofton Park,Lewisham,True,13,12,12,129,46.18480621,7,6,5,5,-0.036034861220206924,51.44271934899869,6.0,2.148130521575637,3,0
11450,2.3712455078,00AZGH0021,00AZGH0021,Crofton Park,Lewisham,True,14,13,13,113,47.65428111,7,7,6,6,-0.035379130598336826,51.4441840665521,,0.0,1,2
11451,3.5312144531,00AZGS0013,00AZGS0013,Perry Vale,Lewisham,True,13,13,12,123,34.83220904,5,8,8,7,-0.03420704417280557,51.440882969310245,30.0,8.49566074177779,7,3
11452,3.45085625,00AZGS0028,00AZGS0028,Perry Vale,Lewisham,True,20,20,19,129,37.38202656,6,14,14,13,-0.035144482842759034,51.43805068937072,29.0,8.403711397714698,6,1
11453,5.1736371094,00AZGD0044,00AZGD0044,Bellingham,Lewisham,True,21,22,22,123,23.77437717,3,18,18,18,-0.03171856734294558,51.439121797674936,11.0,2.1261638123041253,3,1
11454,3.2525806641,00AZGT0006,00AZGT0006,Rushey Green,Lewisham,True,20,20,19,145,44.57998586,7,13,13,12,-0.03233670683722296,51.4403740727632,,0.0,1,2
11455,2.5416904297,00AZGT0030,00AZGT0030,Rushey Green,Lewisham,True,14,14,13,165,64.91742585,9,5,5,4,-0.030688713422009038,51.441287036244894,,0.0,1,0
11456,5.40449375,00AZGD0043,00AZGD0043,Bellingham,Lewisham,True,22,21,24,144,26.64449376,4,18,17,19,-0.02783967278318559,51.441318270888516,145.0,26.829524967070228,10,1
11457,12.9464632813,00AZGT0005,00AZGT0005,Rushey Green,Lewisham,True,14,15,15,156,12.04962287,1,13,14,14,-0.02233826433829731,51.440458497420536,2.0,0.1544823444476006,1,2
11458,5.3910566406,00AZGT0025,00AZGT0025,Rushey Green,Lewisham,True,18,18,17,130,24.11401116,3,15,15,14,-0.032030041657167815,51.442754696196054,2.0,0.370984787089421,1,2
11459,2.86068125,00AZGT0032,00AZGT0032,Rushey Green,Lewisham,True,16,16,15,121,42.29761704,6,10,10,9,-0.033194857255207794,51.44327514190709,1.0,0.34956708301562783,1,2
11460,2.6079197266,00AZGT0033,00AZGT0033,Rushey Green,Lewisham,True,18,18,17,130,49.84816008,7,11,11,10,-0.02969024357856689,51.4421524439592,2.0,0.7668947704181992,1,2
11461,5.7212378906,00AZGH0018,00AZGH0018,Crofton Park,Lewisham,True,13,17,20,118,20.6249071,3,10,14,17,-0.03527954507106032,51.445330768243444,,0.0,1,2
11462,6.9493726563,00AZGT0020,00AZGT0020,Rushey Green,Lewisham,True,17,17,16,127,18.275030899999997,2,15,15,14,-0.03152941364022242,51.44566263196813,,0.0,1,2
11463,6.3917304688,00AZGT0021,00AZGT0021,Rushey Green,Lewisham,True,18,17,17,113,17.67909341,2,16,15,15,-0.027871572997255612,51.44455259522587,,0.0,1,1
11464,5.9561484375,00AZGT0012,00AZGT0012,Rushey Green,Lewisham,True,9,15,14,123,20.65092925,3,6,12,11,-0.03181713174042834,51.446869790801635,,0.0,1,0
11465,7.3037804688,00AZGT0003,00AZGT0003,Rushey Green,Lewisham,True,14,16,16,154,21.08497109,3,11,13,13,-0.021285613063005006,51.44190834797959,9.0,1.2322385699359177,2,2
11466,2.1986050781,00AZGT0002,00AZGT0002,Rushey Green,Lewisham,True,23,22,22,126,57.30906439,8,15,14,14,-0.024069970533469907,51.4459435977619,1.0,0.454833844404737,1,2
11467,5.8045175781,00AZGT0013,00AZGT0013,Rushey Green,Lewisham,True,26,25,25,109,18.77847703,2,20,20,20,-0.022440280049539126,51.44375965601871,2.0,0.34455921152618213,1,1
11468,0.9366638672,00AZGT0010,00AZGT0010,Rushey Green,Lewisham,True,12,12,12,269,287.1894704,10,2,2,2,-0.02169533648813074,51.44671199186672,,0.0,1,0
11469,3.3004453125,00AZGT0018,00AZGT0018,Rushey Green,Lewisham,True,16,15,14,131,39.69161358,6,10,9,8,-0.023353126156454355,51.4460475180942,,0.0,1,2
11470,27.236515625,00BEGR0010,00BEGR0010,Peckham Rye,Southwark,True,12,16,17,144,5.287019896,1,11,15,16,-0.04649577084745887,51.45537782841602,1189.0,43.6546295557951,10,3
11471,3.0249724609,00AZGL0041,00AZGL0041,Forest Hill,Lewisham,True,8,8,12,124,40.99210872,6,2,2,6,-0.04784177037801743,51.44933467544654,5.0,1.6529076097811426,2,0
11472,2.7331517578,00AZGL0045,00AZGL0045,Forest Hill,Lewisham,True,8,8,8,133,48.66176919,7,2,2,2,-0.04871726684623728,51.44858127545556,22.0,8.04931520440288,6,0
11473,5.5017277344,00AZGH0011,00AZGH0011,Crofton Park,Lewisham,True,16,19,18,104,18.9031528,2,14,17,16,-0.04360031231807152,51.45105441156151,,0.0,1,2
11474,5.7350421875,00AZGH0043,00AZGH0043,Crofton Park,Lewisham,True,11,11,18,121,21.09836267,3,8,8,15,-0.03679372323725533,51.4481429817319,,0.0,1,2
11475,7.2973921875,00AZGH0033,00AZGH0033,Crofton Park,Lewisham,True,19,19,18,140,19.18493571,2,17,17,16,-0.03714638929861724,51.45233589536602,,0.0,1,1
11476,3.9831121094,00AZGH0045,00AZGH0045,Crofton Park,Lewisham,True,21,20,22,122,30.62931614,5,16,15,17,-0.04418147614338924,51.44904075055879,,0.0,1,1
11477,1.9476126953,00AZGH0046,00AZGH0046,Crofton Park,Lewisham,True,12,12,12,115,59.04664735,8,4,4,4,-0.04410064965898162,51.44840631532101,,0.0,1,0
11478,5.5564230469,00AZGH0002,00AZGH0002,Crofton Park,Lewisham,True,19,18,17,137,24.65614998,3,16,15,14,-0.03834009810684683,51.4487309148371,,0.0,1,1
11479,2.926828125,00AZGH0013,00AZGH0013,Crofton Park,Lewisham,True,15,15,14,128,43.73335042,7,8,8,7,-0.039884887061749884,51.45043209838974,,0.0,1,2
11480,2.2050777344,00AZGH0034,00AZGH0034,Crofton Park,Lewisham,True,23,23,23,111,50.33836144,7,16,16,16,-0.04067066350007266,51.4520468363204,,0.0,1,1
11481,2.6042447266,00AZGH0044,00AZGH0044,Crofton Park,Lewisham,True,17,16,16,134,51.45445765,7,10,9,9,-0.042441538653472693,51.45001529351466,,0.0,1,2
11482,5.0711703125,00AZGH0030,00AZGH0030,Crofton Park,Lewisham,True,21,21,23,126,24.846335699999997,3,18,18,19,-0.03976335728218278,51.45333650968908,,0.0,1,1
11483,3.24835625,00AZGH0032,00AZGH0032,Crofton Park,Lewisham,True,17,16,16,128,39.40454499,6,11,10,10,-0.03566826203318585,51.453441519665354,,0.0,1,2
11484,2.2798570313,00AZGH0038,00AZGH0038,Crofton Park,Lewisham,True,8,8,8,118,51.75763146,7,2,2,2,-0.04160092142015172,51.45116131201376,,0.0,1,0
11485,2.0653314453,00BEGR0004,00BEGR0004,Peckham Rye,Southwark,True,16,16,15,108,52.29184896,7,9,9,8,-0.04923038851926711,51.457341507588964,15.0,7.262756800674757,6,3
11486,2.1885587891,00BEGR0005,00BEGR0005,Peckham Rye,Southwark,True,18,17,16,110,50.26138688,7,11,10,9,-0.048098892415833046,51.457208466255885,25.0,11.423042471836334,8,3
11487,2.5927449219,00BEGR0009,00BEGR0009,Peckham Rye,Southwark,True,8,8,8,111,42.81177028,6,2,2,2,-0.04847166684682121,51.45572458333964,29.0,11.185057101085128,8,0
11488,2.3734441406,00AZGW0033,00AZGW0033,Telegraph Hill,Lewisham,True,26,25,28,130,54.77272365,8,18,17,19,-0.044755780085010105,51.45773008608185,31.0,13.061187946122585,8,1
11489,1.6144400391,00BEGR0038,00BEGR0038,Peckham Rye,Southwark,True,13,13,19,134,83.00091472,9,4,4,10,-0.06831693098712793,51.4595388276768,,0.0,1,0
11490,45.8990375,00BEGR0012,00BEGR0012,Peckham Rye,Southwark,True,20,18,20,126,2.745155604,1,19,17,18,-0.06607615658905881,51.457243825296885,2640.0,57.51754598339889,10,1
11491,5.6470332031,00AZGW0035,00AZGW0035,Telegraph Hill,Lewisham,True,19,22,23,120,21.25009641,3,16,18,19,-0.042273927611921766,51.45712931994313,87.0,15.406319897719108,9,1
11492,1.6710580078,00AZGW0036,00AZGW0036,Telegraph Hill,Lewisham,True,20,20,20,120,71.81079259,9,11,11,11,-0.04344602669554378,51.457726219202364,58.0,34.708549750680895,10,3
11493,5.9707785156,00AZGH0010,00AZGH0010,Crofton Park,Lewisham,True,16,16,18,129,21.60522278,3,13,13,15,-0.03811382014352675,51.45676211398069,,0.0,1,2
11494,2.8056214844,00AZGH0026,00AZGH0026,Crofton Park,Lewisham,True,25,24,23,119,42.41484486,6,19,18,17,-0.03752468749986365,51.45526126242667,,0.0,1,1
11495,3.4786695313,00AZGH0027,00AZGH0027,Crofton Park,Lewisham,True,12,12,18,116,33.34608216,5,7,7,13,-0.03894056660935306,51.4546680571364,,0.0,1,2
11496,5.2599398438,00AZGH0040,00AZGH0040,Crofton Park,Lewisham,True,5,5,11,116,22.05348415,3,2,2,8,-0.03254052080163681,51.44889000975019,,0.0,1,0
11497,4.0885425781,00AZGH0039,00AZGH0039,Crofton Park,Lewisham,True,17,16,15,137,33.50827278,5,12,11,10,-0.03464743036090321,51.45019872240786,,0.0,1,2
11498,2.2961605469,00AZGH0012,00AZGH0012,Crofton Park,Lewisham,True,17,17,16,146,63.58440406,8,9,9,8,-0.031440179662112856,51.45245513537319,,0.0,1,2
11499,2.5783699219,00AZGH0041,00AZGH0041,Crofton Park,Lewisham,True,18,17,16,143,55.46139783,8,10,9,8,-0.03274560248427984,51.450513939878114,,0.0,1,2
11500,3.1768351563,00AZGH0042,00AZGH0042,Crofton Park,Lewisham,True,9,9,9,124,39.03255721,6,3,3,3,-0.03089826687551198,51.4497293328585,,0.0,1,0
11501,8.7489640625,00AZGH0037,00AZGH0037,Crofton Park,Lewisham,True,17,18,17,115,13.14441335,2,15,16,15,-0.02949754549430567,51.45043960129781,,0.0,1,2
11502,3.5719976563,00AZGH0035,00AZGH0035,Crofton Park,Lewisham,True,14,14,14,147,41.15344246,6,8,8,8,-0.03407201969978328,51.452235815946565,,0.0,1,2
11503,1.5193068359,00AZGH0036,00AZGH0036,Crofton Park,Lewisham,True,14,14,13,100,65.81948928,9,5,5,4,-0.03091573290301597,51.45183212440833,,0.0,1,0
11504,18.32293125,00AZGT0044,00AZGT0044,Rushey Green,Lewisham,True,8,15,16,142,7.749851706,1,7,14,15,-0.02766052717500973,51.446444712184736,,0.0,1,2
11505,6.1730546875,00AZGN0014,00AZGN0014,Ladywell,Lewisham,True,20,22,21,110,17.81937883,2,18,19,18,-0.025554558036462855,51.45226172610977,,0.0,1,1
11506,2.9776111328,00AZGT0008,00AZGT0008,Rushey Green,Lewisham,True,24,24,23,101,33.919808700000004,5,19,18,18,-0.01839682363765446,51.44824169631944,13.0,4.365915970960061,4,1
11507,5.8565246094,00AZGT0007,00AZGT0007,Rushey Green,Lewisham,True,23,24,24,116,19.80696876,3,19,20,19,-0.01985543311927475,51.451285206423634,,0.0,1,1
11508,1.9925996094,00AZGT0035,00AZGT0035,Rushey Green,Lewisham,True,13,12,11,131,65.74326291,9,4,3,2,-0.019620211608114564,51.44993591966414,,0.0,1,0
11509,1.6149238281,00AZGT0009,00AZGT0009,Rushey Green,Lewisham,True,14,14,14,113,69.97234051,9,5,5,5,-0.02246590359037729,51.44819620579845,,0.0,1,0
11510,1.6390404297,00AZGT0039,00AZGT0039,Rushey Green,Lewisham,True,15,15,14,103,62.84164694,8,7,7,6,-0.019345224210986292,51.44927300529646,,0.0,1,2
11511,9.8164828125,00BEGW0032,00BEGW0032,South Camberwell,Southwark,True,20,21,21,121,12.32620709,1,19,19,19,-0.08335082761383289,51.46116505194658,80.0,8.14955840376255,6,1
11512,1.7944890625,00AZGT0040,00AZGT0040,Rushey Green,Lewisham,True,15,14,13,129,71.88675746,9,6,5,4,-0.022229006997728246,51.44931540154118,,0.0,1,0
11513,2.1099263672,00AZGT0045,00AZGT0045,Rushey Green,Lewisham,True,21,20,20,110,52.13452076,7,14,13,13,-0.019769344995426714,51.447886296516906,,0.0,1,2
11514,1.6913103516,00AZGT0047,00AZGT0047,Rushey Green,Lewisham,True,17,17,16,104,61.49078429,8,9,9,8,-0.021153239808038977,51.447899774959126,,0.0,1,2
11515,2.6731564453,00AZGH0031,00AZGH0031,Crofton Park,Lewisham,True,18,18,17,111,41.52394455,6,12,12,11,-0.03431166853588038,51.45392776713062,,0.0,1,2
11516,3.303059375,00AZGN0012,00AZGN0012,Ladywell,Lewisham,True,9,9,9,124,37.54095398,6,3,3,3,-0.031716322779200674,51.45403259847732,,0.0,1,0
11517,5.5431824219,00AZGN0010,00AZGN0010,Ladywell,Lewisham,True,11,11,10,135,24.35424089,3,8,8,7,-0.02927331025810124,51.45474424406831,,0.0,1,2
11518,3.8608429688,00AZGN0008,00AZGN0008,Ladywell,Lewisham,True,14,14,13,132,34.18942471,5,9,9,8,-0.026617957083321552,51.45537133030606,,0.0,1,2
11519,2.2597603516,00AZGH0028,00AZGH0028,Crofton Park,Lewisham,True,12,13,12,121,53.54550093,8,4,5,4,-0.035053107451615065,51.455432088195366,,0.0,1,0
11520,2.0246005859,00AZGH0029,00AZGH0029,Crofton Park,Lewisham,True,9,9,9,120,59.27094995,8,2,2,2,-0.033325808501812396,51.45519808893806,,0.0,1,0
11521,4.5156445313,00BEGW0001,00BEGW0001,South Camberwell,Southwark,True,20,22,21,122,27.01718418,4,16,18,17,-0.0876094944181006,51.46201605848676,43.0,9.522450162307353,7,1
11522,3.1990136719,00BEGW0002,00BEGW0002,South Camberwell,Southwark,True,14,14,19,130,40.6375256,6,8,8,13,-0.08331257453193015,51.459775962085224,12.0,3.7511562096178235,4,2
11523,3.1414898438,00BEGH0013,00BEGH0013,East Dulwich,Southwark,True,26,26,25,125,39.79003792,6,19,19,18,-0.07300687210600244,51.46076976919106,25.0,7.958007583357191,6,1
11524,3.742303125,00BEGH0014,00BEGH0014,East Dulwich,Southwark,True,17,17,16,135,36.07404197,6,11,11,10,-0.07787478832239496,51.46075166234914,52.0,13.89518653703393,8,3
11525,3.742628125,00AZGN0011,00AZGN0011,Ladywell,Lewisham,True,23,22,23,142,37.94125285,6,17,16,17,-0.022998237593961194,51.45446322582965,,0.0,1,1
11526,2.9141970703,00AZGN0013,00AZGN0013,Ladywell,Lewisham,True,8,12,11,118,40.49142771,6,2,6,5,-0.021734004217411684,51.45347517962514,,0.0,1,0
11527,2.6695019531,00AZGN0006,00AZGN0006,Ladywell,Lewisham,True,10,10,10,133,49.82202761,7,3,3,3,-0.024966927677631458,51.45623920051143,,0.0,1,0
11528,2.6085617188,00AZGN0005,00AZGN0005,Ladywell,Lewisham,True,19,19,18,134,51.36930402,7,12,12,11,-0.02234739203734403,51.456900067217994,,0.0,1,2
11529,3.7629789063,00AZGN0007,00AZGN0007,Ladywell,Lewisham,True,10,10,9,135,35.87583225,5,5,5,4,-0.023506771655684256,51.455519453455416,,0.0,1,0
11530,3.1896160156,00AZGN0009,00AZGN0009,Ladywell,Lewisham,True,18,17,19,127,39.81670501,6,12,11,13,-0.020804838715298472,51.455356961157406,,0.0,1,2
11531,2.4158671875,00AZGN0042,00AZGN0042,Ladywell,Lewisham,True,17,16,15,117,48.4298146,7,10,9,8,-0.022438161569768765,51.45776400053679,,0.0,1,2
11532,2.6282123047,00BEGW0038,00BEGW0038,South Camberwell,Southwark,True,17,16,15,116,44.13646485,7,10,9,8,-0.08951202415931261,51.46006599949822,58.0,22.068232424100334,10,3
11533,2.7498667969,00BEGW0035,00BEGW0035,South Camberwell,Southwark,True,12,12,16,113,41.09289953,6,6,6,10,-0.08848803722770064,51.46104209526586,35.0,12.727889234291805,8,0
11534,6.7702171875,00BEGH0016,00BEGH0016,East Dulwich,Southwark,True,17,17,16,126,18.61092436,2,15,15,14,-0.07922742356482193,51.4599761835806,37.0,5.465112709871983,5,1
11535,2.3856869141,00BEGH0015,00BEGH0015,East Dulwich,Southwark,True,21,20,19,116,48.62331235,7,14,13,12,-0.07687179075772045,51.45974961859211,38.0,15.928326460362673,9,3
11536,2.766034375,00BEGH0017,00BEGH0017,East Dulwich,Southwark,True,21,20,19,126,45.55257922,7,14,13,12,-0.0754866709528723,51.45910639534275,38.0,13.738079448126888,8,3
11537,2.1956527344,00BEGH0019,00BEGH0019,East Dulwich,Southwark,True,15,15,14,116,52.83166968,8,7,7,6,-0.07291131821913005,51.45982576797204,6.0,2.7326725697538885,3,0
11538,4.1460328125,00BEGR0032,00BEGR0032,Peckham Rye,Southwark,True,9,9,8,128,30.87288639,5,4,4,3,-0.07040024516220399,51.459019188471146,13.0,3.135527524240982,3,0
11539,2.4995816406,00BEGR0008,00BEGR0008,Peckham Rye,Southwark,True,22,22,21,141,56.40943977,8,14,14,13,-0.06712250188184106,51.45891663201736,16.0,6.401071179319175,5,1
11540,2.0489359375,00BEGR0031,00BEGR0031,Peckham Rye,Southwark,True,8,8,8,121,59.05504305,8,2,2,2,-0.06788052808092108,51.460600863911495,,0.0,1,0
11541,2.018478125,00BEGR0034,00BEGR0034,Peckham Rye,Southwark,True,14,14,14,144,71.34087718,9,5,5,5,-0.06968724543581407,51.460019125215354,2.0,0.9908455163466287,2,0
11542,2.1791841797,00BEGR0035,00BEGR0035,Peckham Rye,Southwark,True,20,20,19,136,62.40867627,8,12,12,11,-0.05655439317944274,51.45964477787798,85.0,39.0054226677167,10,3
11543,0.9434082031,00BEGR0036,00BEGR0036,Peckham Rye,Southwark,True,18,18,18,117,124.0184256,10,8,8,8,-0.05841169071508445,51.46021421409699,19.0,20.13974432018589,9,3
11544,1.4431771484,00BEGW0036,00BEGW0036,South Camberwell,Southwark,True,20,20,20,114,78.99238158,9,11,11,11,-0.08994419469996079,51.461782541775065,29.0,20.094553210013952,9,3
11545,9.3063296875,00BEGC0019,00BEGC0019,Brunswick Park,Southwark,True,18,17,17,110,11.81991222,1,17,16,16,-0.09131131068423205,51.47041974531256,8.0,0.8596299796626994,1,1
11546,3.3354496094,00BEGC0003,00BEGC0003,Brunswick Park,Southwark,True,22,22,21,111,33.27887182,5,17,17,16,-0.09060468692444983,51.471445988341415,10.0,2.998096560001354,3,1
11547,4.213575,00BEGW0004,00BEGW0004,South Camberwell,Southwark,True,21,21,20,112,26.58075387,4,17,17,16,-0.08658515269964544,51.46423761232113,63.0,14.951674053505634,9,1
11548,3.1785722656,00BEGW0027,00BEGW0027,South Camberwell,Southwark,True,23,22,22,133,41.84268561,6,17,16,16,-0.09016697700170884,51.463549626826314,55.0,17.303366229937822,9,1
11549,2.3054214844,00BEGW0022,00BEGW0022,South Camberwell,Southwark,True,21,21,22,128,55.52130093,8,13,13,14,-0.08818969341165969,51.465700811371924,9.0,3.903841471461911,4,2
11550,4.3931519531,00BEGW0009,00BEGW0009,South Camberwell,Southwark,True,20,19,20,100,22.76270001,3,17,16,17,-0.089105326724874,51.46687309040476,56.0,12.747112004738181,8,1
11551,4.3427144531,00BEGC0014,00BEGC0014,Brunswick Park,Southwark,True,22,22,21,130,29.93519408,4,18,18,17,-0.08735582464385355,51.470837289931566,57.0,13.125431251716575,8,1
11552,3.4266285156,00BEGC0011,00BEGC0011,Brunswick Park,Southwark,True,22,21,20,119,34.72801311,5,17,16,15,-0.09109046826211421,51.472019534338685,24.0,7.003969029831533,6,1
11553,0.9188490234,00BEGC0034,00BEGC0034,Brunswick Park,Southwark,True,20,20,20,133,144.74630390000002,10,10,10,10,-0.08944855196098758,51.47533804520472,32.0,34.82617838738185,10,3
11554,1.0540336914,00BEGW0026,00BEGW0026,South Camberwell,Southwark,True,20,20,20,107,101.51478159999999,10,10,10,10,-0.08095776669464244,51.46275537156557,14.0,13.282307875192082,8,3
11555,2.4660974609,00BEGD0007,00BEGD0007,Camberwell Green,Southwark,True,28,28,28,115,46.63238247,7,20,20,19,-0.08996925931916729,51.47835096159891,32.0,12.975967295437558,8,1
11556,1.3314337891,00BEGD0037,00BEGD0037,Camberwell Green,Southwark,True,18,18,18,133,99.89231240000001,10,8,8,8,-0.0907162927620838,51.47987748406214,13.0,9.763910234535597,7,3
11557,2.2530427734,00BEGD0043,00BEGD0043,Camberwell Green,Southwark,True,19,19,20,120,53.26130574,8,11,11,12,-0.09060004645299218,51.479040177572834,19.0,8.433040075545332,6,3
11558,3.1210841797,00BEGC0010,00BEGC0010,Brunswick Park,Southwark,True,27,27,27,125,40.05018539,6,20,20,19,-0.08872394137443701,51.47382896440794,33.0,10.573248941709728,7,1
11559,1.5057857422,00BEGC0027,00BEGC0027,Brunswick Park,Southwark,True,19,19,19,121,80.35671783,9,10,10,10,-0.08891610173317374,51.47619086064537,37.0,24.571888923547544,10,3
11560,2.6427279297,00BEGW0018,00BEGW0018,South Camberwell,Southwark,True,15,15,14,125,47.29960984,7,8,8,7,-0.07358784644501538,51.464339509006834,14.0,5.297556302585135,5,0
11561,5.2621539063,00BEGW0034,00BEGW0034,South Camberwell,Southwark,True,21,20,21,140,26.60507513,4,17,16,17,-0.07773354314180558,51.462502913319916,73.0,13.872646315532947,8,1
11562,2.1024821289,00BEGY0009,00BEGY0009,The Lane,Southwark,True,19,18,17,110,52.31911296,7,12,11,10,-0.07253942646282643,51.464689177296904,25.0,11.890707491092813,8,3
11563,1.4823734375,00BEGW0030,00BEGW0030,South Camberwell,Southwark,True,13,13,13,110,74.20532318,9,4,4,4,-0.07971444227914734,51.4634634174269,43.0,29.00753542408237,10,0
11564,1.832418457,00BEGD0015,00BEGD0015,Camberwell Green,Southwark,True,26,26,25,118,64.39577136,8,18,18,17,-0.08819521120649376,51.47734814875778,20.0,10.91453751930856,7,1
11565,1.8865802734,00BEGD0042,00BEGD0042,Camberwell Green,Southwark,True,18,17,16,126,66.7875106,9,9,8,7,-0.08863197423662987,51.47937051440795,14.0,7.420834510672139,6,3
11566,2.6594951172,00BEGW0020,00BEGW0020,South Camberwell,Southwark,True,22,24,24,125,47.00140233,7,15,17,17,-0.08313402991077014,51.46424328602453,61.0,22.936684337372544,10,3
11567,3.0753179688,00BEGW0029,00BEGW0029,South Camberwell,Southwark,True,21,25,24,138,44.87340867,7,14,18,17,-0.08628375793884406,51.462976421475396,77.0,25.038061358593655,10,3
11568,1.7099439453,00BEGW0017,00BEGW0017,South Camberwell,Southwark,True,17,16,17,130,76.02588398,9,8,7,8,-0.08107581241027861,51.465089096219266,65.0,38.012941990678016,10,3
11569,0.7809803711,00BEGW0025,00BEGW0025,South Camberwell,Southwark,True,19,19,19,105,134.44640080000002,10,9,9,9,-0.08214041314972836,51.463768411291625,8.0,10.243535300038477,7,3
11570,0.9721537109,00BEGW0021,00BEGW0021,South Camberwell,Southwark,True,21,21,20,145,149.1533678,10,11,11,10,-0.08088212398134124,51.46404367855058,24.0,24.687453980689217,10,3
11571,1.0228046875,00BEGW0024,00BEGW0024,South Camberwell,Southwark,True,12,12,12,120,117.32445249999999,10,2,2,2,-0.08016620159954019,51.46336740069981,8.0,7.821630168271985,6,0
11572,2.5043308594,00BEGW0023,00BEGW0023,South Camberwell,Southwark,True,9,9,9,135,53.90661521,8,2,2,2,-0.07410003267021377,51.46356106692793,17.0,6.788240434042707,6,0
11573,4.5621519531,00BEGW0033,00BEGW0033,South Camberwell,Southwark,True,16,15,19,137,30.02968805,4,12,11,15,-0.0743209246989032,51.46187047956859,58.0,12.713298591597498,8,3
11574,2.5540863281,00BEGW0019,00BEGW0019,South Camberwell,Southwark,True,16,15,14,121,47.37506273,7,9,8,7,-0.0751136935072347,51.465439192775996,19.0,7.439059436230651,6,3
11575,2.6455130859,00BEGW0016,00BEGW0016,South Camberwell,Southwark,True,16,15,15,122,46.11581801,7,9,8,8,-0.07831151859898693,51.464645444550406,20.0,7.559970164803032,6,3
11576,1.9598746094,00BEGW0014,00BEGW0014,South Camberwell,Southwark,True,10,10,10,127,64.80006394,9,2,2,2,-0.0764943580081494,51.46389893083352,26.0,13.26615482199634,8,0
11577,2.5197294922,00BEGW0028,00BEGW0028,South Camberwell,Southwark,True,11,11,10,107,42.46487583,6,5,5,4,-0.07602395169659912,51.46279500794286,30.0,11.90603995106106,8,0
11578,3.0589390625,00BEGW0011,00BEGW0011,South Camberwell,Southwark,True,17,16,16,126,41.190751899999995,6,11,10,10,-0.08333023586760706,51.46663853574059,47.0,15.364804280078724,9,3
11579,3.6535988281,00BEGW0012,00BEGW0012,South Camberwell,Southwark,True,17,16,16,134,36.67616679,6,11,10,10,-0.08523222305191128,51.46618940754736,63.0,17.243272445640187,9,3
11580,4.1940042969,00BEGW0015,00BEGW0015,South Camberwell,Southwark,True,17,16,16,126,30.04288767,5,12,11,11,-0.08623709424211022,51.46536500340834,2.0,0.4768712329356221,1,2
11581,2.2186019531,00BEGC0018,00BEGC0018,Brunswick Park,Southwark,True,13,13,13,122,54.98958469,8,5,5,5,-0.0849541787384936,51.469700985839225,64.0,28.846995248775617,10,0
11582,3.8536421875,00BEGW0005,00BEGW0005,South Camberwell,Southwark,True,14,14,14,121,31.39886739,5,9,9,9,-0.08368636934760461,51.46875672731854,9.0,2.335452946096854,3,2
11583,3.4754441406,00BEGW0007,00BEGW0007,South Camberwell,Southwark,True,20,20,20,140,40.28262125,6,14,14,14,-0.0855168682976093,51.467988086470434,51.0,14.674383456266792,9,3
11584,3.2335929688,00BEGW0003,00BEGW0003,South Camberwell,Southwark,True,21,21,22,125,38.65668970000001,6,15,15,16,-0.08075245571518279,51.46603612393817,40.0,12.370140702911092,8,1
11585,1.8729693359,00BEGC0015,00BEGC0015,Brunswick Park,Southwark,True,17,17,17,126,67.27285791,9,8,8,8,-0.08442298367795692,51.471245335445374,23.0,12.279966126059417,8,3
11586,2.4947371094,00BEGC0005,00BEGC0005,Brunswick Park,Southwark,True,14,14,13,119,47.70041683,7,7,7,6,-0.08033584968167037,51.47040512109203,59.0,23.649786495615913,10,3
11587,0.5667466309,00BEGW0013,00BEGW0013,South Camberwell,Southwark,True,18,18,17,121,213.49928419999998,10,8,8,7,-0.08858468277543967,51.466205443515115,,0.0,1,2
11588,1.0062916016,00BEGC0004,00BEGC0004,Brunswick Park,Southwark,True,15,15,14,139,138.13093519999998,10,5,5,4,-0.08335810257298458,51.470817868384486,17.0,16.89371149771106,9,0
11589,0.9621456055,00AZGR0001,00AZGR0001,New Cross,Lewisham,True,12,12,12,112,116.40649750000001,10,2,2,2,-0.04662169604108382,51.48081302008929,3.0,3.1180311824435187,3,0
11590,1.2854330078,00BEGC0020,00BEGC0020,Brunswick Park,Southwark,True,17,17,17,128,99.57734026,10,7,7,7,-0.08468363365173304,51.470281986744425,14.0,10.89127159101103,7,3
11591,6.2915015625,00BEGY0003,00BEGY0003,The Lane,Southwark,True,19,19,18,155,24.63640809,3,16,16,15,-0.07317867891132514,51.468652853661006,43.0,6.834616438196267,6,1
11592,4.1900625,00BEGW0010,00BEGW0010,South Camberwell,Southwark,True,12,12,13,140,33.41238943,5,7,7,8,-0.07986291238205613,51.46685427711841,85.0,20.286093584522906,9,3
11593,2.6913152344,00BEGY0036,00BEGY0036,The Lane,Southwark,True,15,15,14,114,42.35847163,6,9,9,8,-0.07712700693888794,51.4665207733884,16.0,5.945048649630606,5,2
11594,5.4571164063,00BEGW0008,00BEGW0008,South Camberwell,Southwark,True,5,5,8,118,21.62314146,3,2,2,5,-0.08026938984218149,51.46821522507776,45.0,8.24611326744826,6,0
11595,2.6141925781,00BEGW0006,00BEGW0006,South Camberwell,Southwark,True,17,17,22,137,52.4062386,7,10,10,15,-0.07752973851122588,51.46875665401089,,0.0,1,2
